EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 16-05-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : Precipitation amount in 0.1 mm
30-34 Q_RR : quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 235003) of station POYSDORF-OST, AUSTRIA (STAID:  24724)

 STAID,    SOUID,    DATE,   RR, Q_RR
 24724,235003,19660309,   16,    0
 24724,235003,19660310,   16,    0
 24724,235003,19660311,   45,    0
 24724,235003,19660312,    7,    0
 24724,235003,19660313,    0,    0
 24724,235003,19660314,    0,    0
 24724,235003,19660315,   22,    0
 24724,235003,19660316,    4,    0
 24724,235003,19660317,   14,    0
 24724,235003,19660318,    0,    0
 24724,235003,19660319,    0,    0
 24724,235003,19660320,    0,    0
 24724,235003,19660321,    0,    0
 24724,235003,19660322,    0,    0
 24724,235003,19660323,    0,    0
 24724,235003,19660324,    0,    0
 24724,235003,19660325,    0,    0
 24724,235003,19660326,    0,    0
 24724,235003,19660327,    9,    0
 24724,235003,19660328,    0,    0
 24724,235003,19660329,   44,    0
 24724,235003,19660330,    0,    0
 24724,235003,19660331,    0,    0
 24724,235003,19660401,    0,    0
 24724,235003,19660402,   16,    0
 24724,235003,19660403,   97,    0
 24724,235003,19660404,    0,    0
 24724,235003,19660405,    0,    0
 24724,235003,19660406,    0,    0
 24724,235003,19660407,    0,    0
 24724,235003,19660408,    0,    0
 24724,235003,19660409,    0,    0
 24724,235003,19660410,   78,    0
 24724,235003,19660411,    6,    0
 24724,235003,19660412,    0,    0
 24724,235003,19660413,    0,    0
 24724,235003,19660414,    0,    0
 24724,235003,19660415,   20,    0
 24724,235003,19660416,  143,    0
 24724,235003,19660417,   60,    0
 24724,235003,19660418,    0,    0
 24724,235003,19660419,  110,    0
 24724,235003,19660420,   11,    0
 24724,235003,19660421,    2,    0
 24724,235003,19660422,    0,    0
 24724,235003,19660423,    0,    0
 24724,235003,19660424,    0,    0
 24724,235003,19660425,   27,    0
 24724,235003,19660426,    0,    0
 24724,235003,19660427,    0,    0
 24724,235003,19660428,    0,    0
 24724,235003,19660429,    0,    0
 24724,235003,19660430,    0,    0
 24724,235003,19660501,    0,    0
 24724,235003,19660502,    0,    0
 24724,235003,19660503,    0,    0
 24724,235003,19660504,    0,    0
 24724,235003,19660505,    0,    0
 24724,235003,19660506,    0,    0
 24724,235003,19660507,    5,    0
 24724,235003,19660508,   83,    0
 24724,235003,19660509,    5,    0
 24724,235003,19660510,    0,    0
 24724,235003,19660511,    0,    0
 24724,235003,19660512,    0,    0
 24724,235003,19660513,    0,    0
 24724,235003,19660514,    0,    0
 24724,235003,19660515,    0,    0
 24724,235003,19660516,    0,    0
 24724,235003,19660517,    0,    0
 24724,235003,19660518,    0,    0
 24724,235003,19660519,    0,    0
 24724,235003,19660520,    0,    0
 24724,235003,19660521,    0,    0
 24724,235003,19660522,    0,    0
 24724,235003,19660523,  156,    0
 24724,235003,19660524,    0,    0
 24724,235003,19660525,   37,    0
 24724,235003,19660526,   64,    0
 24724,235003,19660527,   55,    0
 24724,235003,19660528,    4,    0
 24724,235003,19660529,   38,    0
 24724,235003,19660530,    0,    0
 24724,235003,19660531,    0,    0
 24724,235003,19660601,    0,    0
 24724,235003,19660602,   76,    0
 24724,235003,19660603,    0,    0
 24724,235003,19660604,    0,    0
 24724,235003,19660605,    0,    0
 24724,235003,19660606,    0,    0
 24724,235003,19660607,    0,    0
 24724,235003,19660608,    6,    0
 24724,235003,19660609,   35,    0
 24724,235003,19660610,    0,    0
 24724,235003,19660611,    0,    0
 24724,235003,19660612,   75,    0
 24724,235003,19660613,    4,    0
 24724,235003,19660614,   52,    0
 24724,235003,19660615,    0,    0
 24724,235003,19660616,    0,    0
 24724,235003,19660617,    0,    0
 24724,235003,19660618,    0,    0
 24724,235003,19660619,   96,    0
 24724,235003,19660620,    0,    0
 24724,235003,19660621,  270,    0
 24724,235003,19660622,    0,    0
 24724,235003,19660623,    0,    0
 24724,235003,19660624,   82,    0
 24724,235003,19660625,   47,    0
 24724,235003,19660626,    0,    0
 24724,235003,19660627,   32,    0
 24724,235003,19660628,    5,    0
 24724,235003,19660629,   86,    0
 24724,235003,19660630,   43,    0
 24724,235003,19660701,    0,    0
 24724,235003,19660702,    0,    0
 24724,235003,19660703,    0,    0
 24724,235003,19660704,    0,    0
 24724,235003,19660705,    0,    0
 24724,235003,19660706,  102,    0
 24724,235003,19660707,    5,    0
 24724,235003,19660708,    5,    0
 24724,235003,19660709,    0,    0
 24724,235003,19660710,    0,    0
 24724,235003,19660711,   24,    0
 24724,235003,19660712,    0,    0
 24724,235003,19660713,   55,    0
 24724,235003,19660714,   52,    0
 24724,235003,19660715,    5,    0
 24724,235003,19660716,    0,    0
 24724,235003,19660717,    0,    0
 24724,235003,19660718,   45,    0
 24724,235003,19660719,  135,    0
 24724,235003,19660720,    0,    0
 24724,235003,19660721,    0,    0
 24724,235003,19660722,  210,    0
 24724,235003,19660723,  150,    0
 24724,235003,19660724,  348,    0
 24724,235003,19660725,  183,    0
 24724,235003,19660726,    0,    0
 24724,235003,19660727,    0,    0
 24724,235003,19660728,  393,    0
 24724,235003,19660729,    0,    0
 24724,235003,19660730,    9,    0
 24724,235003,19660731,    0,    0
 24724,235003,19660801,    0,    0
 24724,235003,19660802,   28,    0
 24724,235003,19660803,    0,    0
 24724,235003,19660804,   66,    0
 24724,235003,19660805,   22,    0
 24724,235003,19660806,    0,    0
 24724,235003,19660807,    0,    0
 24724,235003,19660808,   61,    0
 24724,235003,19660809,   38,    0
 24724,235003,19660810,    0,    0
 24724,235003,19660811,    0,    0
 24724,235003,19660812,    0,    0
 24724,235003,19660813,    0,    0
 24724,235003,19660814,    0,    0
 24724,235003,19660815,    6,    0
 24724,235003,19660816,    0,    0
 24724,235003,19660817,    0,    0
 24724,235003,19660818,   65,    0
 24724,235003,19660819,   11,    0
 24724,235003,19660820,    0,    0
 24724,235003,19660821,    4,    0
 24724,235003,19660822,    7,    0
 24724,235003,19660823,    0,    0
 24724,235003,19660824,    0,    0
 24724,235003,19660825,  180,    0
 24724,235003,19660826,  101,    0
 24724,235003,19660827,    0,    0
 24724,235003,19660828,    0,    0
 24724,235003,19660829,    0,    0
 24724,235003,19660830,    0,    0
 24724,235003,19660831,   10,    0
 24724,235003,19660901,    0,    0
 24724,235003,19660902,    0,    0
 24724,235003,19660903,    0,    0
 24724,235003,19660904,    0,    0
 24724,235003,19660905,   13,    0
 24724,235003,19660906,    4,    0
 24724,235003,19660907,    0,    0
 24724,235003,19660908,    0,    0
 24724,235003,19660909,    4,    0
 24724,235003,19660910,    0,    0
 24724,235003,19660911,    0,    0
 24724,235003,19660912,    0,    0
 24724,235003,19660913,  110,    0
 24724,235003,19660914,    0,    0
 24724,235003,19660915,    0,    0
 24724,235003,19660916,    0,    0
 24724,235003,19660917,    0,    0
 24724,235003,19660918,    0,    0
 24724,235003,19660919,    0,    0
 24724,235003,19660920,    0,    0
 24724,235003,19660921,    0,    0
 24724,235003,19660922,    0,    0
 24724,235003,19660923,    0,    0
 24724,235003,19660924,    6,    0
 24724,235003,19660925,    0,    0
 24724,235003,19660926,    0,    0
 24724,235003,19660927,    0,    0
 24724,235003,19660928,    0,    0
 24724,235003,19660929,    0,    0
 24724,235003,19660930,    0,    0
 24724,235003,19661001,    0,    0
 24724,235003,19661002,    0,    0
 24724,235003,19661003,    0,    0
 24724,235003,19661004,    0,    0
 24724,235003,19661005,    0,    0
 24724,235003,19661006,    0,    0
 24724,235003,19661007,    0,    0
 24724,235003,19661008,    0,    0
 24724,235003,19661009,    0,    0
 24724,235003,19661010,    0,    0
 24724,235003,19661011,    0,    0
 24724,235003,19661012,    0,    0
 24724,235003,19661013,   20,    0
 24724,235003,19661014,    0,    0
 24724,235003,19661015,    0,    0
 24724,235003,19661016,    0,    0
 24724,235003,19661017,   89,    0
 24724,235003,19661018,    9,    0
 24724,235003,19661019,    0,    0
 24724,235003,19661020,    0,    0
 24724,235003,19661021,    0,    0
 24724,235003,19661022,    0,    0
 24724,235003,19661023,    0,    0
 24724,235003,19661024,    0,    0
 24724,235003,19661025,    0,    0
 24724,235003,19661026,   40,    0
 24724,235003,19661027,   10,    0
 24724,235003,19661028,    0,    0
 24724,235003,19661029,   45,    0
 24724,235003,19661030,    5,    0
 24724,235003,19661031,    0,    0
 24724,235003,19661101,    0,    0
 24724,235003,19661102,    0,    0
 24724,235003,19661103,    0,    0
 24724,235003,19661104,    0,    0
 24724,235003,19661105,    0,    0
 24724,235003,19661106,    0,    0
 24724,235003,19661107,    0,    0
 24724,235003,19661108,    0,    0
 24724,235003,19661109,    0,    0
 24724,235003,19661110,    7,    0
 24724,235003,19661111,    5,    0
 24724,235003,19661112,   22,    0
 24724,235003,19661113,    0,    0
 24724,235003,19661114,    0,    0
 24724,235003,19661115,   20,    0
 24724,235003,19661116,   45,    0
 24724,235003,19661117,   91,    0
 24724,235003,19661118,   91,    0
 24724,235003,19661119,    0,    0
 24724,235003,19661120,   19,    0
 24724,235003,19661121,    1,    0
 24724,235003,19661122,    9,    0
 24724,235003,19661123,   35,    0
 24724,235003,19661124,  177,    0
 24724,235003,19661125,   26,    0
 24724,235003,19661126,    5,    0
 24724,235003,19661127,    0,    0
 24724,235003,19661128,    0,    0
 24724,235003,19661129,    8,    0
 24724,235003,19661130,    0,    0
 24724,235003,19661201,    0,    0
 24724,235003,19661202,   20,    0
 24724,235003,19661203,    0,    0
 24724,235003,19661204,    0,    0
 24724,235003,19661205,    0,    0
 24724,235003,19661206,    0,    0
 24724,235003,19661207,    0,    0
 24724,235003,19661208,    0,    0
 24724,235003,19661209,   47,    0
 24724,235003,19661210,   36,    0
 24724,235003,19661211,    0,    0
 24724,235003,19661212,   89,    0
 24724,235003,19661213,    5,    0
 24724,235003,19661214,    0,    0
 24724,235003,19661215,    0,    0
 24724,235003,19661216,    0,    0
 24724,235003,19661217,   28,    0
 24724,235003,19661218,  125,    0
 24724,235003,19661219,   32,    0
 24724,235003,19661220,   89,    0
 24724,235003,19661221,    2,    0
 24724,235003,19661222,    0,    0
 24724,235003,19661223,    5,    0
 24724,235003,19661224,   30,    0
 24724,235003,19661225,    5,    0
 24724,235003,19661226,    0,    0
 24724,235003,19661227,    0,    0
 24724,235003,19661228,    0,    0
 24724,235003,19661229,   20,    0
 24724,235003,19661230,   31,    0
 24724,235003,19661231,   59,    0
 24724,235003,19670101,   18,    0
 24724,235003,19670102,    0,    0
 24724,235003,19670103,    0,    0
 24724,235003,19670104,    0,    0
 24724,235003,19670105,    0,    0
 24724,235003,19670106,    0,    0
 24724,235003,19670107,   15,    0
 24724,235003,19670108,    0,    0
 24724,235003,19670109,    0,    0
 24724,235003,19670110,    0,    0
 24724,235003,19670111,    0,    0
 24724,235003,19670112,    0,    0
 24724,235003,19670113,    0,    0
 24724,235003,19670114,    3,    0
 24724,235003,19670115,    0,    0
 24724,235003,19670116,    0,    0
 24724,235003,19670117,    0,    0
 24724,235003,19670118,    0,    0
 24724,235003,19670119,    0,    0
 24724,235003,19670120,    0,    0
 24724,235003,19670121,    0,    0
 24724,235003,19670122,   45,    0
 24724,235003,19670123,    0,    0
 24724,235003,19670124,    0,    0
 24724,235003,19670125,   10,    0
 24724,235003,19670126,    0,    0
 24724,235003,19670127,    0,    0
 24724,235003,19670128,    0,    0
 24724,235003,19670129,    0,    0
 24724,235003,19670130,    0,    0
 24724,235003,19670131,    0,    0
 24724,235003,19670201,   22,    0
 24724,235003,19670202,   10,    0
 24724,235003,19670203,    0,    0
 24724,235003,19670204,    0,    0
 24724,235003,19670205,    0,    0
 24724,235003,19670206,    0,    0
 24724,235003,19670207,    0,    0
 24724,235003,19670208,    0,    0
 24724,235003,19670209,    0,    0
 24724,235003,19670210,    0,    0
 24724,235003,19670211,    0,    0
 24724,235003,19670212,    0,    0
 24724,235003,19670213,    0,    0
 24724,235003,19670214,    0,    0
 24724,235003,19670215,    0,    0
 24724,235003,19670216,    0,    0
 24724,235003,19670217,    0,    0
 24724,235003,19670218,    0,    0
 24724,235003,19670219,    0,    0
 24724,235003,19670220,   20,    0
 24724,235003,19670221,   21,    0
 24724,235003,19670222,    0,    0
 24724,235003,19670223,   26,    0
 24724,235003,19670224,    0,    0
 24724,235003,19670225,    0,    0
 24724,235003,19670226,    0,    0
 24724,235003,19670227,   12,    0
 24724,235003,19670228,    3,    0
 24724,235003,19670301,    0,    0
 24724,235003,19670302,    5,    0
 24724,235003,19670303,    0,    0
 24724,235003,19670304,    0,    0
 24724,235003,19670305,    0,    0
 24724,235003,19670306,   11,    0
 24724,235003,19670307,    0,    0
 24724,235003,19670308,    0,    0
 24724,235003,19670309,    0,    0
 24724,235003,19670310,    0,    0
 24724,235003,19670311,   17,    0
 24724,235003,19670312,   10,    0
 24724,235003,19670313,    5,    0
 24724,235003,19670314,    0,    0
 24724,235003,19670315,    0,    0
 24724,235003,19670316,   36,    0
 24724,235003,19670317,   24,    0
 24724,235003,19670318,  135,    0
 24724,235003,19670319,   11,    0
 24724,235003,19670320,   18,    0
 24724,235003,19670321,   29,    0
 24724,235003,19670322,    0,    0
 24724,235003,19670323,    8,    0
 24724,235003,19670324,    0,    0
 24724,235003,19670325,    0,    0
 24724,235003,19670326,    8,    0
 24724,235003,19670327,    0,    0
 24724,235003,19670328,    5,    0
 24724,235003,19670329,    0,    0
 24724,235003,19670330,    0,    0
 24724,235003,19670331,    0,    0
 24724,235003,19670401,    0,    0
 24724,235003,19670402,    4,    0
 24724,235003,19670403,   10,    0
 24724,235003,19670404,   32,    0
 24724,235003,19670405,   37,    0
 24724,235003,19670406,   37,    0
 24724,235003,19670407,    0,    0
 24724,235003,19670408,    0,    0
 24724,235003,19670409,    0,    0
 24724,235003,19670410,    0,    0
 24724,235003,19670411,    0,    0
 24724,235003,19670412,    0,    0
 24724,235003,19670413,    0,    0
 24724,235003,19670414,    0,    0
 24724,235003,19670415,    0,    0
 24724,235003,19670416,    0,    0
 24724,235003,19670417,    0,    0
 24724,235003,19670418,   25,    0
 24724,235003,19670419,    0,    0
 24724,235003,19670420,    0,    0
 24724,235003,19670421,   91,    0
 24724,235003,19670422,    0,    0
 24724,235003,19670423,    0,    0
 24724,235003,19670424,    0,    0
 24724,235003,19670425,   32,    0
 24724,235003,19670426,    2,    0
 24724,235003,19670427,    0,    0
 24724,235003,19670428,    0,    0
 24724,235003,19670429,    0,    0
 24724,235003,19670430,    0,    0
 24724,235003,19670501,    0,    0
 24724,235003,19670502,    0,    0
 24724,235003,19670503,   11,    0
 24724,235003,19670504,    0,    0
 24724,235003,19670505,    0,    0
 24724,235003,19670506,    0,    0
 24724,235003,19670507,    0,    0
 24724,235003,19670508,    0,    0
 24724,235003,19670509,    0,    0
 24724,235003,19670510,    0,    0
 24724,235003,19670511,    0,    0
 24724,235003,19670512,    0,    0
 24724,235003,19670513,    0,    0
 24724,235003,19670514,    0,    0
 24724,235003,19670515,    0,    0
 24724,235003,19670516,    0,    0
 24724,235003,19670517,  122,    0
 24724,235003,19670518,    3,    0
 24724,235003,19670519,    0,    0
 24724,235003,19670520,    0,    0
 24724,235003,19670521,    0,    0
 24724,235003,19670522,  137,    0
 24724,235003,19670523,  160,    0
 24724,235003,19670524,    0,    0
 24724,235003,19670525,   12,    0
 24724,235003,19670526,    0,    0
 24724,235003,19670527,    0,    0
 24724,235003,19670528,    0,    0
 24724,235003,19670529,    0,    0
 24724,235003,19670530,   72,    0
 24724,235003,19670531,    0,    0
 24724,235003,19670601,   18,    0
 24724,235003,19670602,   12,    0
 24724,235003,19670603,    0,    0
 24724,235003,19670604,    0,    0
 24724,235003,19670605,  104,    0
 24724,235003,19670606,    0,    0
 24724,235003,19670607,   14,    0
 24724,235003,19670608,    4,    0
 24724,235003,19670609,   78,    0
 24724,235003,19670610,    7,    0
 24724,235003,19670611,   27,    0
 24724,235003,19670612,    0,    0
 24724,235003,19670613,    0,    0
 24724,235003,19670614,    0,    0
 24724,235003,19670615,    0,    0
 24724,235003,19670616,    0,    0
 24724,235003,19670617,    0,    0
 24724,235003,19670618,    0,    0
 24724,235003,19670619,    6,    0
 24724,235003,19670620,    0,    0
 24724,235003,19670621,   12,    0
 24724,235003,19670622,    0,    0
 24724,235003,19670623,    0,    0
 24724,235003,19670624,    0,    0
 24724,235003,19670625,    0,    0
 24724,235003,19670626,    0,    0
 24724,235003,19670627,    0,    0
 24724,235003,19670628,    0,    0
 24724,235003,19670629,    0,    0
 24724,235003,19670630,    0,    0
 24724,235003,19670701,    0,    0
 24724,235003,19670702,    0,    0
 24724,235003,19670703,    4,    0
 24724,235003,19670704,   95,    0
 24724,235003,19670705,    0,    0
 24724,235003,19670706,    0,    0
 24724,235003,19670707,    0,    0
 24724,235003,19670708,  152,    0
 24724,235003,19670709,  263,    0
 24724,235003,19670710,    0,    0
 24724,235003,19670711,    0,    0
 24724,235003,19670712,    0,    0
 24724,235003,19670713,    0,    0
 24724,235003,19670714,    0,    0
 24724,235003,19670715,    0,    0
 24724,235003,19670716,    0,    0
 24724,235003,19670717,   22,    0
 24724,235003,19670718,    0,    0
 24724,235003,19670719,    0,    0
 24724,235003,19670720,   61,    0
 24724,235003,19670721,    0,    0
 24724,235003,19670722,    0,    0
 24724,235003,19670723,    0,    0
 24724,235003,19670724,    0,    0
 24724,235003,19670725,    0,    0
 24724,235003,19670726,    0,    0
 24724,235003,19670727,    0,    0
 24724,235003,19670728,    0,    0
 24724,235003,19670729,    0,    0
 24724,235003,19670730,    0,    0
 24724,235003,19670731,    0,    0
 24724,235003,19670801,    0,    0
 24724,235003,19670802,    0,    0
 24724,235003,19670803,   19,    0
 24724,235003,19670804,    0,    0
 24724,235003,19670805,   53,    0
 24724,235003,19670806,   16,    0
 24724,235003,19670807,    0,    0
 24724,235003,19670808,    0,    0
 24724,235003,19670809,    0,    0
 24724,235003,19670810,    0,    0
 24724,235003,19670811,    0,    0
 24724,235003,19670812,    0,    0
 24724,235003,19670813,    5,    0
 24724,235003,19670814,    0,    0
 24724,235003,19670815,    0,    0
 24724,235003,19670816,    0,    0
 24724,235003,19670817,   10,    0
 24724,235003,19670818,    0,    0
 24724,235003,19670819,    0,    0
 24724,235003,19670820,    0,    0
 24724,235003,19670821,    0,    0
 24724,235003,19670822,    0,    0
 24724,235003,19670823,    0,    0
 24724,235003,19670824,    0,    0
 24724,235003,19670825,   24,    0
 24724,235003,19670826,    0,    0
 24724,235003,19670827,    4,    0
 24724,235003,19670828,    0,    0
 24724,235003,19670829,    0,    0
 24724,235003,19670830,    0,    0
 24724,235003,19670831,    0,    0
 24724,235003,19670901,    0,    0
 24724,235003,19670902,    0,    0
 24724,235003,19670903,    0,    0
 24724,235003,19670904,    0,    0
 24724,235003,19670905,    0,    0
 24724,235003,19670906,    0,    0
 24724,235003,19670907,    0,    0
 24724,235003,19670908,   87,    0
 24724,235003,19670909,  257,    0
 24724,235003,19670910,  142,    0
 24724,235003,19670911,    0,    0
 24724,235003,19670912,   40,    0
 24724,235003,19670913,   30,    0
 24724,235003,19670914,    0,    0
 24724,235003,19670915,  107,    0
 24724,235003,19670916,  114,    0
 24724,235003,19670917,    0,    0
 24724,235003,19670918,    0,    0
 24724,235003,19670919,    6,    0
 24724,235003,19670920,    0,    0
 24724,235003,19670921,    0,    0
 24724,235003,19670922,   28,    0
 24724,235003,19670923,    0,    0
 24724,235003,19670924,    0,    0
 24724,235003,19670925,    0,    0
 24724,235003,19670926,    0,    0
 24724,235003,19670927,    0,    0
 24724,235003,19670928,   39,    0
 24724,235003,19670929,    0,    0
 24724,235003,19670930,    0,    0
 24724,235003,19671001,    0,    0
 24724,235003,19671002,    0,    0
 24724,235003,19671003,   11,    0
 24724,235003,19671004,   38,    0
 24724,235003,19671005,    0,    0
 24724,235003,19671006,    0,    0
 24724,235003,19671007,    0,    0
 24724,235003,19671008,    0,    0
 24724,235003,19671009,   19,    0
 24724,235003,19671010,    0,    0
 24724,235003,19671011,    0,    0
 24724,235003,19671012,    0,    0
 24724,235003,19671013,    0,    0
 24724,235003,19671014,    0,    0
 24724,235003,19671015,    0,    0
 24724,235003,19671016,    0,    0
 24724,235003,19671017,    0,    0
 24724,235003,19671018,    7,    0
 24724,235003,19671019,    0,    0
 24724,235003,19671020,    0,    0
 24724,235003,19671021,    0,    0
 24724,235003,19671022,    0,    0
 24724,235003,19671023,    0,    0
 24724,235003,19671024,    2,    0
 24724,235003,19671025,    0,    0
 24724,235003,19671026,    0,    0
 24724,235003,19671027,    0,    0
 24724,235003,19671028,    0,    0
 24724,235003,19671029,   36,    0
 24724,235003,19671030,    0,    0
 24724,235003,19671031,    0,    0
 24724,235003,19671101,    0,    0
 24724,235003,19671102,    0,    0
 24724,235003,19671103,   23,    0
 24724,235003,19671104,    0,    0
 24724,235003,19671105,   61,    0
 24724,235003,19671106,    0,    0
 24724,235003,19671107,    0,    0
 24724,235003,19671108,   10,    0
 24724,235003,19671109,    5,    0
 24724,235003,19671110,    0,    0
 24724,235003,19671111,    9,    0
 24724,235003,19671112,    5,    0
 24724,235003,19671113,    0,    0
 24724,235003,19671114,    0,    0
 24724,235003,19671115,    0,    0
 24724,235003,19671116,    8,    0
 24724,235003,19671117,    0,    0
 24724,235003,19671118,    0,    0
 24724,235003,19671119,    0,    0
 24724,235003,19671120,    0,    0
 24724,235003,19671121,    0,    0
 24724,235003,19671122,    0,    0
 24724,235003,19671123,    0,    0
 24724,235003,19671124,    0,    0
 24724,235003,19671125,    0,    0
 24724,235003,19671126,    0,    0
 24724,235003,19671127,    0,    0
 24724,235003,19671128,   60,    0
 24724,235003,19671129,    0,    0
 24724,235003,19671130,    0,    0
 24724,235003,19671201,    0,    0
 24724,235003,19671202,    0,    0
 24724,235003,19671203,    0,    0
 24724,235003,19671204,    6,    0
 24724,235003,19671205,    2,    0
 24724,235003,19671206,   66,    0
 24724,235003,19671207,    0,    0
 24724,235003,19671208,    0,    0
 24724,235003,19671209,    0,    0
 24724,235003,19671210,    0,    0
 24724,235003,19671211,    0,    0
 24724,235003,19671212,    0,    0
